valid_species_name,TMPavg_avg,PREavg_avg,DTRavg_avg,poly_id,colony_size
Solenopsis.invicta,19.64990062,93.55683851,12.28185714,1,156666.67
Solenopsis.molesta,12.44410855,68.6968125,13.28789474,0,80
Solenopsis.nickersoni,22.32916667,114.7281667,11.05416667,0,200
Solenopsis.pergandei,17.99707143,101.2147143,13.47964286,0,10000
Solenopsis.picta,19.74,108.5224706,11.96794118,0,200
Solenopsis.richteri,17.59911111,98.26372222,12.19586111,1,3.00E+05
Solenopsis.tennesseensis,17.73035294,82.13017647,13.81135294,0,200
Solenopsis.tonsa,20.2542,123.1344,12.2142,0,200
Stenamma.brevicorne,9.46525,79.69691667,11.49530556,0,70
Stenamma.diecki,9.427530864,86.02376543,12.22906173,0,41
Stenamma.impar,10.56755,89.492925,11.5415,0,54
Stenamma.meridionale,14.4800625,100.608625,12.39325,0,15
Stenamma.schmittii,10.65918605,91.86709302,11.63155814,0,121
Stigmatomma.pallipes,11.9541716,88.8809645,12.12444379,0,12.08
Stigmatomma.pluto,26.42133333,117.6433333,8.766,0,29.75
Stigmatomma.silvestrii,14.62475,146.5795,8.542,0,12.24
Strumigenys.clypeata,15.9158,103.89844,12.29428,0,56
Strumigenys.dietrichi,15.18667647,98.04105882,12.02258824,0,50
Strumigenys.eggersi,23.62456667,150.9280889,10.38911111,0,50
Strumigenys.emarginata,21.428,108.4465,11.765,0,199
Strumigenys.frivaldszkyi,24.45775,256.585,8.83,0,15
Strumigenys.lewisi,11.58789189,108.665027,10.19289189,0,79.3
Strumigenys.loriae,23.32981818,251.605,9.988818182,1,400
Strumigenys.louisianae,20.24528571,123.8970779,11.37842857,0,90
Strumigenys.lujae,22.424125,105.737625,11.28275,0,57
Strumigenys.mayri,23.281,287.4331,10.5199,0,100
Strumigenys.mutica,22.8,199.193,9.9798,0,72
Strumigenys.ornata,16.17132787,106.2409016,12.39640984,0,20
Strumigenys.rostrata,15.30816981,106.2207547,12.3535283,0,72
Strumigenys.serrula,24.47863636,119.9301818,10.84790909,0,78
Strumigenys.talpa,16.57407692,106.2818974,12.27389744,0,50
Strumigenys.truncatidens,21.736,79.232,11.607,0,133
Tapinoma.erraticum,11.72043556,64.62244889,9.573515556,0,1000
Tapinoma.madeirense,12.799,55.62933333,10.6045,0,7000
Tapinoma.minutum,20.4036,142.6054,9.5654,0,239
Tapinoma.simrothi,17.12086842,36.69737719,11.23834211,1,65952
Tatuidris.tatusia,22.93413953,173.5862326,10.67593023,0,7
Temnothorax.allardycei,23.983,110.4836,9.212,1,60
Temnothorax.ambiguus,8.234627907,76.11852326,11.05910465,0,40
Temnothorax.bradleyi,19.47185714,120.7484286,12.483,0,50
Temnothorax.crassispinus,9.37243617,63.49410638,9.112659574,0,108.3
Temnothorax.curvispinosus,12.35271351,91.65922162,11.87117838,0,68.79
Temnothorax.longispinosus,9.64753125,86.44452344,11.43166406,0,24.5
Temnothorax.nylanderi,10.55368889,70.49044444,8.44142963,0,54.93
Temnothorax.palustris,20.26133333,117.2506667,12.26633333,0,50
Temnothorax.pardoi,14.3364375,54.4125625,11.0724375,0,150
Temnothorax.pergandei,15.63217172,93.65928283,12.96294949,0,51.73
Temnothorax.rugatulus,9.838223529,49.49162353,14.62056471,0,234.1
Temnothorax.schaumii,13.426025,86.02883333,12.19375,0,88
Temnothorax.texanus,13.12233333,79.92083333,12.358125,0,50
Temnothorax.tuscaloosae,16.5636,112.2806,12.893,0,54.5
Temnothorax.unifasciatus,11.27705042,69.94946218,9.614495798,0,66.83
Terataner.alluaudi,23.87171429,158.9986429,8.897142857,0,27
Terataner.foreli,22.75933333,183.9676667,8.469666667,0,12
Tetramorium.caespitum,10.28017893,67.49703976,9.713620278,0,10975
Tetramorium.forte,14.12410377,52.45369811,10.86483962,0,10000
Tetramorium.melleum,23.1527,248.6434,10.7316,0,5000
Tetramorium.semilaeve,14.76932955,49.76747727,10.35269318,0,5750
Tetramorium.simillimum,23.56510078,130.0602868,9.749581395,0,300
Tetramorium.spinosum,19.52308889,42.84877778,14.75668889,0,70
Thaumatomyrmex.atrox,24.80573077,148.3571538,9.188192308,0,4
Thaumatomyrmex.contumax,23.5455,121.58025,8.38975,0,2.5
Trachymyrmex.arizonensis,16.6855,35.1625,16.55128571,0,1000
Trachymyrmex.carinatus,16.80528571,33.76914286,16.07585714,0,100
Trachymyrmex.pomonae,17.42975,36.094,17.2545,0,183
Trachymyrmex.septentrionalis,17.40454167,93.23334375,12.88575,0,640.66
Trachymyrmex.smithi,17.0105625,35.173,16.287125,0,652.5
Typhlomyrmex.rogenhoferi,23.557,187.2096579,10.15823684,0,300
Veromessor.pergandei,18.95461702,17.19038298,16.16623404,1,26000
Xenomyrmex.floridanus,23.32494118,119.2449412,10.26858824,0,50
